timestep,correct_full,correct_random,correct_kv_norm,correct_learned,retention,evict_attn_percentile,evict_mean_pos_frac,evict_sink_frac,evict_generated_frac,truncation_rate
2514148,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.7295,0.0000,0.5917,0.2500
2574684,1.0000,0.5000,0.3750,0.5000,0.5000,nan,0.7649,0.0000,0.6545,0.3125
2627436,1.0000,0.5000,0.3750,0.4375,0.4375,nan,0.7278,0.0000,0.5834,0.3125
2687076,1.0000,0.5000,0.3750,0.5625,0.5625,nan,0.6816,0.0000,0.5208,0.3125
2742012,1.0000,0.5000,0.3750,0.3125,0.3125,nan,0.7020,0.0000,0.5554,0.2500
2800532,1.0000,0.5000,0.3750,0.1250,0.1250,nan,0.7011,0.0000,0.6116,0.6875
2851436,1.0000,0.5000,0.3750,0.3125,0.3125,nan,0.6959,0.0000,0.5932,0.5625
2905756,1.0000,0.5000,0.3750,0.1875,0.1875,nan,0.6743,0.0000,0.5737,0.7500
2954560,1.0000,0.5000,0.3750,0.0625,0.0625,nan,0.6718,0.0000,0.5825,0.7500
3012660,1.0000,0.5000,0.3750,0.3750,0.3750,nan,0.7025,0.0000,0.5854,0.5000
